Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,62.8,81.0,131.1,168.4,243.3,296.0,374.3,473.3,799.3,724.1,730.0,869.0,1049.6,1261.8,2453.8
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,46.6,52.5,85.9,105.4,130.8,161.9,204.6,244.1,304.5,388.1,588.1,764.4,913.5,1131.2,1338.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,60.5,71.1,126.7,144.9,191.0,239.2,307.5,368.0,464.4,605.4,596.1,706.2,885.6,1071.1,1308.2
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,54.8,68.8,122.2,166.8,228.8,279.6,356.1,422.1,441.8,564.7,738.0,922.5,1467.7,1359.0,1303.7
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,34.0,41.4,98.8,125.9,177.7,215.5,278.6,333.2,372.0,444.7,370.4,378.6,440.7,523.4,720.1
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,60.4,63.8,139.9,156.3,194.1,243.6,308.6,366.4,402.2,463.2,559.4,646.2,806.5,969.5,1699.6
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,78.3,103.0,151.3,175.8,201.9,250.5,315.2,377.0,415.4,476.5,663.1,791.5,955.7,1104.6,1091.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,83.7,125.0,220.5,293.8,388.8,471.3,597.8,684.6,823.3,952.0,1025.2,1154.3,1456.6,1682.0,1197.2
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,54.6,74.6,130.0,163.4,188.5,236.5,295.3,348.4,439.6,485.0,346.5,411.6,508.6,631.6,634.3
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,110.1,151.8,179.6,173.1,198.9,254.1,308.5,339.8,582.3,872.0,825.0,1148.4,2070.7,2616.0,4261.9
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,28.6,51.6,119.3,151.6,203.9,248.1,320.4,376.0,415.6,510.9,416.0,368.7,439.2,499.6,536.1
